Verkaufsstellennr.;Name 1;Name 2;Name 3;Strasse;PLZ;Ort;Adresszusatz;Typ;Öffnungszeiten Montag 1;Öffnungszeiten Montag 2;Öffnungszeiten Montag 3;Öffnungszeiten Dienstag 1;Öffnungszeiten Dienstag 2;Öffnungszeiten Dienstag 3;Öffnungszeiten Mittwoch 1;Öffnungszeiten Mittwoch 2;Öffnungszeiten Mittwoch 3;Öffnungszeiten Donnerstag 1;Öffnungszeiten Donnerstag 2;Öffnungszeiten Donnerstag 3;Öffnungszeiten Freitag 1;Öffnungszeiten Freitag 2;Öffnungszeiten Freitag 3;Öffnungszeiten Samstag 1;Öffnungszeiten Samstag 2;Öffnungszeiten Samstag 3;Öffnungszeiten Sonntag 1;Öffnungszeiten Sonntag 2;Öffnungszeiten Sonntag 3;Koord_Lat;Koord_Lon;Lat;Lon
504589;Reisezentrum Friedberg (Hess);;;Hanauerstr. 44;61169;Friedberg;;Reisezentrum;06:15-17:30;;;07:00-17:30;;;07:00-17:30;;;07:00-17:30;;;07:00-17:30;;;;;;;;;50332796;8760023;50.332796;8.760023
504381;Reisezentrum Fulda;;;Am Bahnhof 3;36037;Fulda;;Reisezentrum;07:15-18:30;;;07:15-18:30;;;07:15-18:30;;;07:15-18:30;;;07:15-18:30;;;09:00-15:30;;;10:00-18:30;;;50554484;9683921;50.554484;9.683921
504407;Reisezentrum Gelnhausen;;;Bahnhofstr. 6;63571;Gelnhausen;;Reisezentrum;06:30-11:00;11:45-15:30;;06:30-11:00;11:45-15:30;;06:30-11:00;11:45-15:30;;06:30-11:00;11:45-15:30;;06:30-11:00;11:45-15:30;;;;;;;;50196513;9188862;50.196513;9.188862
505503;Reisezentrum Gerolstein;;;Bahnhofstraße;54568;Gerolstein;;Reisezentrum;06:00-15:00;15:30-20:00;;07:00-12:30;13:30-17:00;;07:00-12:30;13:30-17:00;;07:00-12:30;13:30-17:00;;07:00-12:30;13:30-17:00;;07:00-12:30;13:30-15:00;;10:00-15:00;;;50223334;6661087;50.223334;6.661087
504605;Reisezentrum Gießen;;;Bahnhofstrasse 102;35390;Gießen;;Reisezentrum;07:00-18:20;;;07:00-18:20;;;07:00-18:20;;;07:00-18:20;;;07:00-18:20;;;08:30-15:00;;;11:00-16:30;;;50580044;8663246;50.580044;8.663246
505495;Reisezentrum Grünberg (Oberhess);;;Bahnhofstraße 36;35305;Grünberg;;Reisezentrum;06:30-11:45;13:00-15:00;;06:30-11:45;13:00-15:00;;06:30-11:45;;;06:30-11:45;13:00-17:00;;06:30-11:45;13:00-15:00;;;;;;;;50595937;8960123;50.595937;8.960123
509968;Reisezentrum Grünstadt;;;Friedrich-Ebert-Str. 2;67269;Grünstadt;;Reisezentrum;07:00-20:00;;;08:00-13:30;14:30-18:00;;08:00-13:30;14:30-18:00;;08:00-13:30;14:30-18:00;;08:00-13:30;14:30-18:00;;10:00-15:30;;;10:00-15:30;;;49562925;8167477;49.562925;8.167477
504373;Reisezentrum Hanau Hbf;;;Am Hauptbahnhof 14a;63450;Hanau;;Reisezentrum;07:00-18:00;;;07:00-17:00;;;07:00-17:00;;;07:00-17:00;;;07:00-17:00;;;08:30-16:00;;;;;;50121864;8929893;50.121864;8.929893
504290;Reisezentrum Hofheim (Taunus);;;Hattersheimer Straße 6;65719;Hofheim (Ts);;Reisezentrum;08:00-17:00;;;08:00-17:00;;;08:00-17:00;;;08:00-17:00;;;08:00-17:00;;;;;;;;;50084523;8444871;50.084523;8.444871
504712;Reisezentrum Homburg (Saar) Hbf;;;Bahnhofsplatz 5;66424;Homburg;;Reisezentrum;06:00-18:00;;;08:30-18:00;;;08:30-18:00;;;08:30-20:00;;;08:30-18:00;;;08:30-14:00;;;10:00-15:00;;;49327335;7337831;49.327335;7.337831
504423;Reisezentrum Idar-Oberstein;;;Bahnhofstraße 20;55743;Idar-Oberstein;;Reisezentrum;07:00-11:00;12:00-17:00;;08:00-13:30;14:30-18:00;;08:00-13:30;14:30-18:00;;10:00-13:30;14:30-20:00;;08:00-13:30;14:30-18:00;;08:00-13:30;14:30-16:30;;08:00-13:30;14:30-16:30;;49699920;7321776;49.69992;7.321776
504308;Reisezentrum Idstein (Taunus);;;Am Bahnhof 11;65510;Idstein (Ts);;Reisezentrum;06:00-11:30;12:15-15:00;;09:15-13:00;13:45-18:00;;08:00-11:30;12:15-15:00;;08:00-11:30;12:15-16:00;;08:00-11:30;12:15-16:00;;;;;;;;50216152;8257823;50.216152;8.257823
504431;Reisezentrum Ingelheim;;;Bahnhofstraße;55218;Ingelheim;;Reisezentrum;06:00-15:00;15:30-20:00;;07:30-12:30;13:30-17:30;;07:30-12:30;13:30-17:30;;07:30-12:30;13:30-17:30;;07:30-12:30;13:30-17:30;;09:45-15:00;;;09:45-15:00;;;49976024;8053424;49.976024;8.053424
503631;Reisezentrum Kaiserslautern;;;Bahnhofstr. 1;67655;Kaiserslautern;;Reisezentrum;07:00-19:00;;;07:00-19:00;;;07:00-19:00;;;07:00-19:00;;;07:00-19:00;;;08:00-18:00;;;08:00-18:00;;;49436473;7768945;49.436473;7.768945
504555;Reisezentrum Kassel Hbf;;;Rainer-Dierichs-Platz 1;34117;Kassel;;Reisezentrum;08:00-17:00;;;08:00-12:00;12:45-17:00;;08:00-12:00;12:45-17:00;;08:00-12:00;12:45-17:00;;08:00-17:00;;;;;;;;;51318796;9490181;51.318796;9.490181
503649;Reisezentrum Kassel-Wilhelmshöhe;;;Willy Brandt Platz 1;34131;Kassel;;Reisezentrum;07:00-19:45;;;07:00-19:45;;;07:00-19:45;;;07:00-19:45;;;07:00-19:45;;;09:00-18:00;;;09:00-18:00;;;51313169;9447078;51.313169;9.447078
504654;Reisezentrum Koblenz Hbf;;;Bahnhofplatz 2;56068;Koblenz;;Reisezentrum;06:00-20:00;;;06:00-20:00;;;06:00-19:00;;;06:00-20:00;;;06:00-20:00;;;08:00-17:00;;;09:00-17:30;;;50350811;7589610;50.350811;7.58961
505453;Reisezentrum Korbach;;;Am Hauptbahnhof 10;34497;Korbach;;Reisezentrum;07:40-12:15;13:00-17:45;;07:40-12:15;13:00-17:45;;07:40-12:15;13:00-17:45;;07:40-12:15;13:00-17:45;;07:40-12:15;13:00-17:45;;;;;;;;51278282;8873018;51.278282;8.873018
504316;Reisezentrum Kronberg (Taunus);;;Bahnhofstraße 36;61476;Kronberg;;Reisezentrum;08:00-12:30;13:15-16:00;;08:00-12:30;13:15-16:00;;08:00-12:30;13:15-16:00;;08:00-12:30;13:15-16:00;;08:00-12:30;13:15-16:00;;;;;;;;50179233;8518771;50.179233;8.518771
504498;Reisezentrum Landau (Pfalz) Hbf;;;Maximilianstraße 11;76829;Landau(Pfalz);;Reisezentrum;06:00-19:30;;;07:30-19:30;;;07:30-19:30;;;07:30-20:00;;;07:30-19:30;;;08:00-13:00;14:00-18:00;;08:00-13:00;14:00-18:00;;49197971;8125169;49.197971;8.125169
504332;Reisezentrum Langen;;;Bahnhofsanlage 2;63225;Langen;;Reisezentrum;07:00-11:45;;;09:00-11:45;;;09:00-11:45;;;13:30-18:00;;;09:00-11:45;;;;;;;;;49993446;8657061;49.993446;8.657061
506543;Reisezentrum Lauterbach (Hess) Nord;;;Bahnhofstrasse 102;36341;Lauterbach;;Reisezentrum;07:45-12:00;12:45-17:00;;07:45-12:00;12:45-17:00;;07:45-12:00;;;07:45-12:00;12:45-17:00;;07:45-12:00;12:45-16:00;;;;;;;;50643183;9407804;50.643183;9.407804
504274;Reisezentrum Limburg (Stadt);;;Bahnhofsplatz 1;65549;Limburg;;Reisezentrum;09:00-17:30;;;09:00-17:30;;;09:00-17:30;;;09:00-17:30;;;09:00-17:30;;;08:30-13:00;;;;;;50384988;8062137;50.384988;8.062137
504282;Reisezentrum Limburg Süd;;;Londoner Straße 5;65552;Limburg;;Reisezentrum;06:30-11:30;12:00-15:30;;06:30-11:30;12:00-14:30;;06:30-11:30;12:00-15:30;;06:30-11:30;12:00-15:30;;06:30-11:30;12:00-15:30;;;;;;;;50382228;8095298;50.382228;8.095298
503615;Reisezentrum Ludwigshafen (Rhein) Mitte;;;Yorckstr. 2;67061;Ludwigshafen;;Reisezentrum;07:00-20:00;;;07:00-20:00;;;07:00-20:00;;;07:00-20:00;;;07:00-20:00;;;08:00-17:30;;;09:00-14:30Uhr;;;49478048;8454723;49.478048;8.454723
503573;Reisezentrum Mainz Hbf;;;Bahnhofplatz 1;55116;Mainz;;Reisezentrum;06:00-21:15;;;06:00-21:15;;;06:00-21:15;;;06:00-21:15;;;06:00-21:15;;;7:00-19:00;;;08:00-20:00;;;50002020;8258911;50.00202;8.258911
504266;Reisezentrum Marburg (Lahn);;;Bahnhofsstr. 33;35037;Marburg;;Reisezentrum;07:00-17:00;;;07:00-17:00;;;07:00-17:00;;;07:00-17:00;;;07:00-17:00;;;;;;;;;50819283;8773984;50.819283;8.773984
504696;Reisezentrum Merzig (Saar);;;Bahnhofstraße 58;66663;Merzig(Saar);;Reisezentrum;06:00-10:30;11:30-16:00;;08:30-12:30;13:30-16:00;;09:30-12:30;13:30-19:00;;08:30-12:30;13:30-16:00;;08:30-12:30;13:30-16:00;;08:00-13:00;;;;;;49436670;6634875;49.43667;6.634875
647149;Reisezentrum Mettlach;Video-Reisezentrum;;Bahnhofstraße 20;66693;Mettlach;;Reisezentrum;07:30-17:30;;;07:30-17:30;;;07:30-17:30;;;07:30-17:30;;;07:30-17:30;;;07:30-12:30;;;;;;49494256;6597663;49.494256;6.597663
504621;Reisezentrum Montabaur;;;Staudter-Str. 11;56410;Montabaur;;Reisezentrum;05:45-18:20;;;05:45-18:20;;;07:30-11:30;12:15-17:00;;07:30-11:30;12:15-17:00;;05:45-18:20;;;08:30-14:00;;;10:45-13:00;13:30-17:15;;50449323;7830053;50.449323;7.830053
646984;Reisezentrum Neu-Isenburg;Video-Reisezentrum;;Bahnhofstraße 300;63263;Neu-Isenburg;;Reisezentrum;07:30-17:30;;;07:30-17:30;;;07:30-17:30;;;07:30-17:30;;;07:30-17:30;;;07:30-12:30;;;;;;50053281;8666041;50.053281;8.666041
503714;Reisezentrum Neunkirchen (Saar) Hbf;;;Am Bahnhof;66538;Neunkirchen;;Reisezentrum;07:00-10:30;11:30-17:00;;08:00-13:30;14:30-18:00;;08:00-13:30;14:30-18:00;;10:00-13:30;14:30-20:00;;08:00-13:30;14:30-18:00;;08:00-13:30;14:30-17:30;;09:00-13:30;14:00-16:00;;49353300;7177370;49.3533;7.17737
504506;Reisezentrum Neustadt (Weinstr) Hbf;;;Bahnhofsplatz 6;67434;Neustadt(Weinstr);;Reisezentrum;07:00-20:00;;;07:00-20:00;;;07:00-20:00;;;07:00-20:00;;;07:00-20:00;;;07:00-16:30;;;09:30-15:00;;;49350221;8140172;49.350221;8.140172
504647;Reisezentrum Neuwied;;;Augustastraße 33;56564;Neuwied;;Reisezentrum;07:00-12:45;13:45-17:00;;06:00-15:00;15:45-20:00;;07:00-12:45;13:45-17:00;;06:00-15:00;15:45-19:30;;07:00-12:45;13:45-17:00;;09:30-15:00;;;09:30-15:00;;;50430507;7477380;50.430507;7.47738
504365;Reisezentrum Offenbach (Main) Marktplatz;;;Berliner Straße;63065;Offenbach ;S-Bahn Ostkopf, B-Ebene;Reisezentrum;06:30-18:30;;;07:00-18:30;;;07:00-18:30;;;07:00-18:30;;;06:30-18:30;;;08:30-14:00;;;;;;50105700;8764140;50.1057;8.76414
504183;Reisezentrum Remagen;;;Bahnhofstraße 3;53424;Remagen;;Reisezentrum;06:00-15:00;15:45-20:00;;07:00-12:45;13:45-17:00;;06:00-15:00;15:45-19:30;;07:00-12:45;13:45-17:00;;07:00-12:45;13:45-17:00;;09:30-15:00;;;09:30-15:00;;;50577662;7229709;50.577662;7.229709
504340;Reisezentrum Rüsselsheim;;;Bahnhofsplatz 2;65428;Rüsselsheim;;Reisezentrum;09:00-12:30;13:30-17:10;;09:00-12:30;13:30-17:10;;09:00-12:30;13:30-17:10;;09:00-12:30;13:30-17:10;;09:00-12:30;13:30-17:10;;;;;;;;49991538;8412760;49.991538;8.41276
503706;Reisezentrum Saarbrücken Hbf;;;Am Hauptbahnhof 4;66111;Saarbrücken;;Reisezentrum;06:00-21:15;;;06:00-21:15;;;06:00-21:15;;;06:00-21:15;;;06:00-21:15;;;07:00-19:00;;;07:00-19:00;;;49240427;6991306;49.240427;6.991306
647156;Reisezentrum Saarburg;Video-Reisezentrum;;Bahnhofstraße 9;54439;Saarburg;;Reisezentrum;07:30-17:30;;;07:30-17:30;;;07:30-17:30;;;07:30-17:30;;;07:30-17:30;;;07:30-12:30;;;;;;49606149;6557166;49.606149;6.557166
504688;Reisezentrum Saarlouis Hbf;;;Dr. Manfred Henrich-Platz 11;66740;Saarlouis;;Reisezentrum;06:00-10:30;11:30-16:00;;07:30-13:00;14:00-17:30;;07:30-13:00;14:00-17:30;;10:00-15:00;16:00-20:00;;07:30-13:00;14:00-17:30;;08:00-11:00;11:30-16:00;;08:00-11:00;11:30-16:00;;49327119;6749631;49.327119;6.749631
504530;Reisezentrum Treysa;;;Bahnhofstr. 1;34613;Schwalmstadt-Treysa;;Reisezentrum;06:30-11:45;12:30-16:20;;08:30-11:45;12:30-16:20;;08:30-11:45;12:30-16:20;;08:30-11:45;12:30-16:20;;08:30-11:45;12:30-16:20;;;;;;;;50911414;9188809;50.911414;9.188809
647164;Reisezentrum Schweich;Video-Reisezentrum;;Bahnhofstraße 111;54338;Schweich;;Reisezentrum;07:30-17:30;;;07:30-17:30;;;07:30-17:30;;;07:30-17:30;;;07:30-17:30;;;07:30-12:30;;;;;;49827800;6743012;49.8278;6.743012
504480;Reisezentrum Speyer Hbf;;;Bahnhofstr. 43;67346;Speyer;;Reisezentrum;06:00-20:00;;;06:00-20:00;;;07:00-20:00;;;07:00-19:00;;;07:00-19:00;;;08:00-17:30;;;10:00-15:30;;;49323622;8428762;49.323622;8.428762
504704;Reisezentrum St Wendel;;;Mommstraße 2;66606;St Wendel;;Reisezentrum;07:00-10:30;11:30-17:00;;08:00-13:30;14:30-18:00;;08:00-13:30;14:30-18:00;;10:00-13:30;14:30-20:00;;08:00-13:30;14:30-18:00;;08:00-13:30;14:30-17:30;;09:00-13:30;14:00-16:00;;49466739;7165796;49.466739;7.165796
647131;Reisezentrum St. Ingbert;Video-Reisezentrum;;Neue Bahnhofstraße 4;66386;St. Ingbert;;Reisezentrum;07:30-17:30;;;07:30-17:30;;;07:30-17:30;;;07:30-17:30;;;07:30-17:30;;;07:30-12:30;;;;;;49274470;7110970;49.27447;7.11097
504670;Reisezentrum Trier Hbf;;;Bahnhofsplatz;54292;Trier;;Reisezentrum;06:00-20:00;;;07:00-19:00;;;07:00-19:00;;;07:00-20:00;;;07:00-20:00;;;08:00-16:00;;;10:00-18:00;;;49757639;6651945;49.757639;6.651945
504548;Reisezentrum Wabern (Bz Kassel);;;Bahnhofstraße 1;34590;Wabern;;Reisezentrum;08:20-11:20;12:20-16:50;;08:20-11:20;12:20-16:50;;08:20-11:20;12:20-16:50;;08:20-11:20;12:20-16:50;;08:20-11:20;12:20-16:50;;;;;;;;51103271;9357599;51.103271;9.357599
504597;Reisezentrum Wetzlar;;;Willy-Brandt-Platz 1;35576;Wetzlar;;Reisezentrum;08:45-12:00;12:45-17:00;;08:45-12:00;12:45-17:00;;08:45-12:00;12:45-17:00;;08:45-12:00;12:45-17:00;;08:45-12:00;12:45-17:00;;;;;;;;50565264;8503579;50.565264;8.503579
504522;Reisezentrum Wiesbaden Hbf;;;Bahnhofsplatz 1;65189;Wiesbaden;;Reisezentrum;06:00-19:00;;;06:00-19:00;;;06:00-19:00;;;06:00-19:00;;;06:00-19:00;;;08:00-16:00;;;09:30-15:00;;;50071543;8243917;50.071543;8.243917
504662;Reisezentrum Wittlich Hbf;;;Bahnhofstraße 8;54516;Wittlich;;Reisezentrum;06:00-14:00;15:00-19:00;;08:30-13:00;14:00-17:30;;08:30-13:00;14:00-17:30;;08:30-13:00;14:00-17:30;;08:30-13:00;14:00-17:30;;08:30-13:00;;;;;;49973461;6943780;49.973461;6.94378
504449;Reisezentrum Worms Hbf;;;Bahnhofstraße 7;67547;Worms;;Reisezentrum;06:00-20:00;;;06:00-20:00;;;07:00-20:00;;;07:00-20:00;;;07:00-20:00;;;08:00-15:30;;;09:30-15:00;;;49634397;8357091;49.634397;8.357091
503292;Reisezentrum Aalen;;;Am Bahnhof 1;73430;Aalen;;Reisezentrum;06:45-18:35;;;06:45-18:35;;;06:45-18:35;;;06:45-18:35;;;06:45-18:35;;;07:30-13:00;;;;;;48841890;10095560;48.84189;10.09556
503045;Reisezentrum Achern;;;Eisenbahnstr. 40;77855;Achern;;Reisezentrum;08:00-18:00;;;08:00-18:00;;;08:00-18:00;;;08:00-18:00;;;08:00-18:00;;;09:00-14:00;;;;;;48632282;8067088;48.632282;8.067088
502898;Reisezentrum Albstadt-Ebingen;;;Poststr. 27;72458;Albstadt-Ebingen;;Reisezentrum;09:10-12:15;13:30-17:50;;09:10-12:15;13:30-17:50;;09:10-12:15;13:30-17:50;;09:10-12:15;13:30-17:50;;09:10-12:15;13:30-17:50;;;;;;;;48210623;9027551;48.210623;9.027551
647214;Reisezentrum Allensbach;Video-Reisezentrum;;Konstanzer Straße 14;78476;Allensbach;;Reisezentrum;08:00-18:00;;;08:00-18:00;;;08:00-18:00;;;08:00-18:00;;;08:00-18:00;;;;;;;;;47714679;9068794;47.714679;9.068794
503300;Reisezentrum Backnang;;;Bahnhofstr. 15;71522;Backnang;;Reisezentrum;07:00-18:00;;;07:00-18:00;;;07:00-18:00;;;07:00-18:00;;;07:00-18:00;;;08:00-13:00;;;;;;48943199;9426070;48.943199;9.42607
503052;Reisezentrum Bad Krozingen;;;Bahnhofstr. 2;79189;Bad Krozingen;;Reisezentrum;08:30-12:45;13:45-18:00;;08:30-12:45;13:45-18:00;;08:30-12:45;13:45-18:00;;08:30-12:45;13:45-18:00;;08:30-12:45;13:45-18:00;;08:30-13:00;;;;;;47919687;7698083;47.919687;7.698083
503060;Reisezentrum Bad Säckingen;;;Bahnhofplatz 5;79713;Bad Säckingen;;Reisezentrum;08:00-13:00;14:00-18:00;;08:00-13:00;14:00-18:00;;08:00-13:00;14:00-18:00;;08:00-13:00;14:00-18:00;;08:00-13:00;14:00-18:00;;08:30-13:00;;;;;;47555705;7949134;47.555705;7.949134
502872;Reisezentrum Baden-Baden;;;Ooser Bahnhofstr. 4;76532;Baden-Baden;;Reisezentrum;07:00-19:00;;;07:00-19:00;;;07:00-19:00;;;07:00-19:00;;;07:00-19:00;;;08:00-16:00;;;10:00-19:00;;;48789825;8191213;48.789825;8.191213
503078;Reisezentrum Basel Bad Bf;;;Schwarzwaldallee 200;CH-4016;Basel;;Reisezentrum;06:50-20:00;;;06:50-20:00;;;06:50-20:00;;;06:50-20:00;;;06:50-20:00;;;07:50-19:00;;;07:50-19:00;;;47567310;7606743;47.56731;7.606743
502906;Reisezentrum Biberach (Riß);;;Am Bahnhof 1;88400;Biberach (Riß);;Reisezentrum;07:00-12:00;13:00-18:00;;07:30-12:00;13:00-18:00;;07:30-12:00;13:00-18:00;;07:30-12:00;13:00-18:00;;07:30-12:00;13:00-18:00;;08:00-13:25;;;;;;48102258;9791958;48.102258;9.791958
503318;Reisezentrum Bietigheim-Bissingen;;;Bahnhofplatz 1;74321;Bietigheim-Bissingen;;Reisezentrum;07:00-18:30;;;07:00-18:30;;;07:00-18:30;;;07:00-18:30;;;07:00-18:30;;;08:30-13:00;;;;;;48948333;9136598;48.948333;9.136598
503326;Reisezentrum Böblingen;;;Bahnhof 1;71034;Böblingen;;Reisezentrum;07:30-18:00;;;07:30-18:00;;;07:30-18:00;;;07:30-18:00;;;07:30-18:00;;;09:00-13:30;;;;;;48687258;9004782;48.687258;9.004782
502831;Reisezentrum Bretten;;;Bahnhofstr. 15;75015;Bretten;;Reisezentrum;08:30-12:00;12:45-17:00;;08:30-12:00;12:45-17:00;;08:30-12:00;12:45-17:00;;08:30-12:00;12:45-17:00;;08:30-12:00;12:45-17:00;;;;;;;;49037185;8693299;49.037185;8.693299
501650;Reisezentrum Bruchsal;;;Bahnhofplatz 12;76646;Bruchsal;;Reisezentrum;08:00-18:30;;;08:00-18:30;;;08:00-18:30;;;08:00-18:30;;;08:00-18:30;;;09:00-13:00;;;;;;49124340;8590837;49.12434;8.590837
507731;Reisezentrum Bühl (Baden);;;Güterstr. 7;77815;Bühl (Baden);;Reisezentrum;09:00-12:15;13:00-17:00;;09:00-12:15;13:00-17:00;;09:00-12:15;13:00-17:00;;09:00-12:15;13:00-17:00;;09:00-12:15;13:00-17:00;;;;;;;;48695195;8128371;48.695195;8.128371
502708;Reisezentrum Calw;;;Bischofstr. 10;75365;Calw;;Reisezentrum;08:45-13:00;14:00-17:45;;08:45-13:00;14:00-17:45;;08:45-13:00;14:00-17:45;;08:45-13:00;14:00-17:45;;08:45-13:00;14:00-17:45;;;;;;;;48714423;8741218;48.714423;8.741218
503334;Reisezentrum Crailsheim;;;Am Bahnhof 1;74564;Crailsheim;;Reisezentrum;08:00-12:00;13:00-18:00;;08:00-12:00;13:00-18:00;;08:00-12:00;13:00-18:00;;08:00-12:00;13:00-18:00;;08:00-12:00;13:00-18:00;;08:00-13:00;;;;;;49139799;10064233;49.139799;10.064233
503094;Reisezentrum Donaueschingen;;;Bahnhofstr. 3;78166;Donaueschingen;;Reisezentrum;07:30-12:45;14:00-18:20;;07:30-12:45;14:00-18:20;;07:30-12:45;14:00-18:20;;07:30-12:45;14:00-18:20;;07:30-12:45;14:00-18:20;;08:30-13:00;13:30-15:45;;;;;47948309;8499237;47.948309;8.499237
503102;Reisezentrum Emmendingen;;;Bahnhofstr. 7;79312;Emmendingen;;Reisezentrum;08:00-11:45;12:45-17:45;;08:00-11:45;12:45-17:45;;08:00-11:45;12:45-17:45;;08:00-11:45;12:45-17:45;;08:00-11:45;12:45-17:45;;;;;;;;48119346;7848661;48.119346;7.848661
645333;Reisezentrum Engen;Video-Reisezentrum;;Bahnhofstr. 7;78234;Engen;;Reisezentrum;08:00-18:00;;;08:00-18:00;;;08:00-18:00;;;08:00-18:00;;;08:00-18:00;;;;;;;;;47856079;8773076;47.856079;8.773076
501825;Reisezentrum Esslingen (Neckar);;;Bahnhofplatz 1;73728;Esslingen;;Reisezentrum;07:00-19:00;;;07:00-19:00;;;07:00-19:00;;;07:00-19:00;;;07:00-19:00;;;09:30-15:00;;;10:30-16:00;;;48738900;9301000;48.7389;9.301
503359;Reisezentrum Fellbach;;;Eisenbahnstr. 14;70736;Fellbach;;Reisezentrum;07:00-18:00;;;07:40-13:00;13:45-18:00;;07:40-13:00;13:45-18:00;;07:40-13:00;13:45-18:00;;07:00-18:00;;;;;;;;;48819849;9270170;48.819849;9.27017
502682;Reisezentrum Freiburg (Brsg) Hbf;;;Bismarckallee 7c;79098;Freiburg;;Reisezentrum;07:00-20:00;;;07:00-20:00;;;07:00-20:00;;;07:00-20:00;;;07:00-20:00;;;08:30-19:00;;;08:30-20:00;;;47997453;7842252;47.997453;7.842252
502690;Reisezentrum Freiburg-Wiehre;;;Türkenlouisstr. 20;79102;Freiburg;;Reisezentrum;08:30-13:00;14:00-18:00;;08:30-13:00;14:00-18:00;;08:30-13:00;14:00-18:00;;08:30-13:00;14:00-18:00;;08:30-13:00;14:00-18:00;;09:00-13:45;;;;;;47983043;7855034;47.983043;7.855034
503110;Reisezentrum Freudenstadt Hbf;;;Hauptbahnhof 1;72250;Freudenstadt;;Reisezentrum;08:00-12:00;13:00-18:00;;08:00-12:00;13:00-18:00;;08:00-12:00;13:00-18:00;;08:00-12:00;13:00-18:00;;08:00-12:00;13:00-18:00;;08:00-13:30;;;;;;48460945;8429355;48.460945;8.429355
502914;Reisezentrum Friedrichshafen Stadt;;;Stadtbahnhof 1;88045;Friedrichshafen;;Reisezentrum;08:00-18:30;;;08:00-18:30;;;08:00-18:30;;;08:00-18:30;;;08:00-18:30;;;08:15-16:30;;;12:30-17:30;;;47652851;9473344;47.652851;9.473344
501742;Reisezentrum Geislingen (Steige);;;Am Bahnhof 1;73312;Geislingen (Steige);;Reisezentrum;07:45-12:00;13:30-18:00;;07:45-12:00;13:30-18:00;;07:45-12:00;13:30-18:00;;07:45-12:00;13:30-18:00;;07:45-12:00;13:30-18:00;;08:10-13:45;;;;;;48620378;9841396;48.620378;9.841396
645242;Reisezentrum Gengenbach;Video-Reisezentrum;;Bahnhofstr. 3;77723;Gengenbach;;Reisezentrum;08:00-18:00;;;08:00-18:00;;;08:00-18:00;;;08:00-18:00;;;08:00-18:00;;;;;;;;;48405275;8009964;48.405275;8.009964
502922;Reisezentrum Göppingen;;;Am Bahnhof 1;73033;Göppingen;;Reisezentrum;07:00-18:30;;;07:00-18:30;;;07:00-18:30;;;07:00-18:30;;;07:00-18:30;;;09:00-14:00;;;;;;48700589;9652733;48.700589;9.652733
503136;Reisezentrum Hausach;;;Eisenbahnstr. 5;77756;Hausach;;Reisezentrum;08:15-11:45;12:45-17:15;;08:15-11:45;12:45-17:15;;08:15-11:45;12:45-17:15;;08:15-11:45;12:45-17:15;;08:15-11:45;12:45-17:15;;08:45-13:45;;;;;;48285233;8184237;48.285233;8.184237
501692;Reisezentrum Heidelberg Hbf;;;Willy-Brand-Platz 5;69115;Heidelberg;;Reisezentrum;07:00-20:00;;;07:00-20:00;;;07:00-20:00;;;07:00-20:00;;;07:00-20:00;;;09:00-19:00;;;09:00-19:00;;;49404005;8676448;49.404005;8.676448
502930;Reisezentrum Heidenheim (Brenz);;;Bahnhofplatz 1;89518;Heidenheim;;Reisezentrum;08:45-18:00;;;08:45-18:00;;;08:45-18:00;;;08:45-18:00;;;08:45-18:00;;;08:45-14:20;;;;;;48680282;10155886;48.680282;10.155886
501668;Reisezentrum Heilbronn Hbf;;;Bahnhofstr. 30;74072;Heilbronn;;Reisezentrum;07:30-18:30;;;07:30-18:30;;;07:30-18:30;;;07:30-18:30;;;07:30-18:30;;;08:30-15:00;;;10:00-16:00;;;49142669;9208630;49.142669;9.20863
503367;Reisezentrum Herrenberg;;;Bahnhofstr. 14;71083;Herrenberg;;Reisezentrum;06:50-18:00;;;06:50-18:00;;;06:50-18:00;;;06:50-18:00;;;06:50-18:00;;;08:30-13:00;;;;;;48593671;8863471;48.593671;8.863471
503144;Reisezentrum Horb;;;Bahnhof 1;72160;Horb;;Reisezentrum;07:00-19:00;;;07:00-19:00;;;07:00-19:00;;;07:00-19:00;;;07:00-19:00;;;09:00-13:30;14:00-16:00;;09:00-13:30;14:15-19:00;;48442095;8689072;48.442095;8.689072
646968;Reisezentrum Hornberg;Video-Reisezentrum;;Bahnhofstr. 6;78132;Hornberg;;Reisezentrum;08:00-18:00;;;08:00-18:00;;;08:00-18:00;;;08:00-18:00;;;08:00-18:00;;;;;;;;;48212960;8230280;48.21296;8.23028
509141;Reisezentrum Isny;;;Unterer Grabenweg 18;88316;Isny;;Reisezentrum;09:00-12:30;13:45-17:00;;09:00-12:30;13:45-17:00;;;;;09:00-12:30;13:45-18:00;;09:00-12:30;13:45-17:00;;;;;;;;47694813;10040438;47.694813;10.040438
502716;Reisezentrum Karlsruhe Hbf;;;Bahnhofplatz 1;76137;Karlsruhe;;Reisezentrum;06:30-21:00;;;06:30-21:00;;;06:30-21:00;;;06:30-21:00;;;06:30-21:00;;;08:00-19:00;;;09:00-20:00;;;48994482;8401507;48.994482;8.401507
